Time_(s)	Delta_F/n_n=3_(Hz)	Delta_F/n_n=5_(Hz)	Delta_F/n_n=7_(Hz)	Delta_F/n_n=9_(Hz)	Delta_F/n_n=11_(Hz)	Delta_D_n=3_()	Delta_D_n=5_()	Delta_D_n=7_()	Delta_D_n=9_()	Delta_D_n=11_()
15379.38153	-7.022470238	-6.657033714	-6.090320177	-6.052070663	-6.04218252	7.29E-07	7.47E-07	7.74E-07	6.39E-07	8.29E-07
15380.18363	-6.975553272	-6.744625603	-6.013653126	-6.110361309	-6.205076749	7.18E-07	7.06E-07	6.79E-07	7.63E-07	8.54E-07
15380.98566	-6.932045599	-6.751610309	-6.034390035	-6.031202017	-6.086528689	7.28E-07	7.43E-07	7.62E-07	7.42E-07	9.36E-07
15381.78765	-6.973441684	-6.779452316	-6.051368724	-6.037531933	-6.318169429	7.11E-07	8.09E-07	7.21E-07	6.90E-07	8.62E-07
15382.58968	-6.997078824	-6.754855918	-6.105196876	-5.865128598	-6.291733621	6.99E-07	7.19E-07	8.05E-07	6.32E-07	8.96E-07
15383.39174	-6.969491627	-6.722807337	-6.024736068	-6.057345494	-6.270196391	7.15E-07	7.41E-07	8.58E-07	7.01E-07	8.42E-07
15384.19374	-6.985476306	-6.610867792	-6.067923456	-5.991403775	-5.91850646	6.99E-07	7.91E-07	6.82E-07	7.79E-07	7.59E-07
15384.99573	-7.09884094	-6.713921368	-6.138422062	-6.062284832	-6.181474985	7.08E-07	7.62E-07	7.41E-07	6.79E-07	8.40E-07
15385.79782	-7.055892549	-6.72638318	-6.09690992	-6.105160909	-5.965602908	7.30E-07	7.59E-07	7.82E-07	6.91E-07	8.14E-07
15386.59984	-7.087135003	-6.638334358	-6.0030147	-6.106037553	-5.896388829	7.15E-07	7.26E-07	6.82E-07	6.64E-07	9.03E-07
15387.40193	-7.05665378	-6.667847246	-6.102759936	-6.295803582	-6.033965794	7.08E-07	7.11E-07	7.55E-07	6.72E-07	9.87E-07
15388.204	-7.070168625	-6.716902954	-5.962620431	-6.159564556	-6.025268532	7.51E-07	7.26E-07	8.00E-07	7.00E-07	7.44E-07
15389.00598	-6.940511357	-6.633881798	-5.953830875	-6.141953092	-6.169177569	7.40E-07	7.74E-07	6.85E-07	6.61E-07	8.72E-07
15389.80801	-6.958630242	-6.740374818	-6.093185338	-6.126530045	-6.2408759	7.11E-07	7.34E-07	7.83E-07	6.98E-07	8.84E-07
15390.61002	-6.977602255	-6.777635912	-5.979357224	-6.00935814	-5.999661276	7.40E-07	7.06E-07	7.70E-07	6.81E-07	9.03E-07
15391.41205	-6.93608559	-6.712231382	-5.940709691	-6.120732836	-6.185238151	7.80E-07	7.59E-07	6.92E-07	7.37E-07	8.61E-07
15392.21404	-7.041104776	-6.780264559	-5.891214055	-6.003744533	-6.185238151	7.44E-07	7.55E-07	7.47E-07	7.52E-07	8.61E-07
15393.01604	-6.990090935	-6.641596146	-5.9934401	-6.080421567	-6.074201702	7.62E-07	7.18E-07	7.67E-07	7.04E-07	7.64E-07
15393.81803	-6.939469196	-6.721683919	-5.900757349	-6.170464218	-6.238668696	7.46E-07	7.50E-07	7.55E-07	6.54E-07	9.28E-07
15394.62003	-6.966851144	-6.751569533	-6.067424012	-6.05190443	-5.984887407	7.44E-07	7.66E-07	7.02E-07	7.00E-07	7.77E-07
15395.42209	-6.910164843	-6.763861519	-5.882440171	-6.004199306	-6.218087791	7.47E-07	6.77E-07	7.71E-07	7.69E-07	8.60E-07
15396.22417	-7.088307946	-6.782001693	-5.994016599	-6.185960787	-6.287514225	7.43E-07	7.59E-07	7.89E-07	7.36E-07	8.63E-07
15397.02623	-6.977105144	-6.808942095	-6.127123859	-6.159508348	-5.980126334	7.53E-07	7.98E-07	7.20E-07	6.96E-07	8.67E-07
15397.82822	-6.881855534	-6.765815224	-6.033723005	-6.23425925	-5.934434043	7.43E-07	7.51E-07	7.52E-07	7.08E-07	7.92E-07
15398.63027	-7.003016233	-6.714244732	-6.164615033	-6.116839704	-5.959189586	7.46E-07	7.62E-07	8.04E-07	6.32E-07	8.28E-07
15399.43234	-6.96257237	-6.675774139	-5.885831328	-6.035212057	-6.038921779	7.24E-07	7.92E-07	7.49E-07	7.39E-07	8.21E-07
15400.23434	-7.008564987	-6.747590371	-6.034327277	-6.196292592	-6.135018682	7.43E-07	7.53E-07	7.14E-07	6.65E-07	9.10E-07
15401.0364	-6.98529694	-6.762148902	-6.269670783	-6.062439181	-6.059322424	7.49E-07	7.73E-07	7.33E-07	6.84E-07	8.77E-07
15401.8384	-7.031685838	-6.70140199	-6.039470372	-6.038893973	-6.068348212	7.15E-07	7.44E-07	7.77E-07	6.90E-07	8.24E-07
15402.6405	-6.93928468	-6.663365529	-6.108995451	-6.074031479	-5.950298092	7.61E-07	7.12E-07	7.99E-07	7.29E-07	8.73E-07
15403.44254	-6.983028632	-6.599594411	-6.058925959	-6.073168659	-6.193470743	7.71E-07	7.79E-07	7.43E-07	7.54E-07	7.79E-07
15404.24449	-6.971700559	-6.676075818	-6.069239319	-6.016341001	-5.994257269	7.44E-07	7.61E-07	8.18E-07	7.62E-07	9.06E-07
15405.04658	-7.073464787	-6.762982679	-5.962231086	-6.077260568	-6.139562785	7.30E-07	6.85E-07	7.94E-07	6.36E-07	8.70E-07
15405.84862	-7.080274836	-6.667237811	-6.027068088	-6.118584538	-6.21534638	7.39E-07	7.29E-07	7.58E-07	6.39E-07	7.74E-07
15406.6507	-7.033803868	-6.710578018	-6.009418838	-6.164610734	-6.035492605	7.26E-07	7.21E-07	7.57E-07	7.42E-07	8.27E-07
15407.45277	-7.024016994	-6.683603509	-5.971769339	-5.996276365	-6.297052639	7.54E-07	7.27E-07	7.17E-07	6.94E-07	7.53E-07
15408.25474	-7.045118547	-6.752411021	-5.894433671	-6.018134624	-6.238404849	7.47E-07	8.08E-07	7.66E-07	7.99E-07	8.10E-07
15409.05676	-7.002687193	-6.700446808	-5.863601491	-6.102731341	-6.258235192	7.63E-07	7.90E-07	7.88E-07	6.76E-07	9.28E-07
15409.85879	-6.993033503	-6.697441976	-5.989389608	-5.932061161	-6.25051795	7.45E-07	7.53E-07	7.81E-07	7.22E-07	8.38E-07
15410.66073	-7.052412422	-6.765111275	-5.792148704	-5.967091375	-6.036338295	7.43E-07	8.06E-07	7.44E-07	8.21E-07	8.00E-07
15411.46281	-6.995285385	-6.712883312	-5.921211958	-6.090321302	-6.122068175	7.71E-07	8.29E-07	6.81E-07	6.46E-07	8.96E-07
15412.26486	-6.930734678	-6.783220354	-5.925859821	-6.023736308	-6.159278467	7.54E-07	7.90E-07	7.75E-07	7.95E-07	8.20E-07
15413.06688	-6.99329859	-6.788735147	-6.014083542	-6.00587263	-6.049211579	7.63E-07	7.67E-07	7.74E-07	7.44E-07	9.28E-07
15413.86892	-7.038445614	-6.754266655	-5.965364473	-6.01133233	-6.195876638	7.54E-07	7.53E-07	8.05E-07	7.84E-07	9.19E-07
15414.67085	-6.96793271	-6.817961358	-5.871226043	-6.176889096	-6.188707859	7.81E-07	7.45E-07	6.69E-07	6.93E-07	8.74E-07
15415.47299	-6.965759556	-6.706772207	-5.883612076	-6.188878863	-6.148628159	7.58E-07	7.30E-07	7.78E-07	6.85E-07	7.33E-07
15416.27503	-7.003678348	-6.673034648	-5.989990739	-6.023807464	-6.293126746	7.20E-07	7.92E-07	7.61E-07	7.30E-07	8.99E-07
15417.07701	-6.9970744	-6.67368502	-6.075733193	-6.097500026	-6.167751064	7.49E-07	7.87E-07	7.58E-07	6.61E-07	8.03E-07
15417.87913	-7.035558303	-6.776613003	-5.986167136	-6.121486611	-6.049095333	7.48E-07	7.52E-07	7.86E-07	7.44E-07	9.23E-07
15418.68121	-7.005709702	-6.613250311	-6.172783567	-6.189015764	-5.968559871	7.68E-07	7.45E-07	7.56E-07	7.36E-07	7.86E-07
15419.48335	-7.120456191	-6.767082632	-6.004363679	-6.03218924	-6.180920006	7.50E-07	7.88E-07	8.10E-07	6.40E-07	9.61E-07
15420.28541	-7.019550361	-6.820144364	-5.908928925	-5.991407687	-6.006178046	7.40E-07	7.38E-07	7.74E-07	7.11E-07	8.08E-07
15421.08744	-7.053920531	-6.7824314	-6.008078026	-5.902821526	-6.00405564	7.66E-07	7.75E-07	7.58E-07	8.01E-07	9.21E-07
15421.8895	-7.0431018	-6.639129891	-5.990471398	-6.04282095	-6.010887574	7.40E-07	7.55E-07	7.61E-07	8.24E-07	6.54E-07
15422.69155	-7.09997409	-6.722987038	-6.03243207	-6.133943118	-5.950704925	7.29E-07	7.56E-07	7.42E-07	6.72E-07	8.88E-07
15423.49359	-7.083389139	-6.763383819	-5.981933023	-6.103307363	-5.931390886	7.46E-07	7.20E-07	7.03E-07	6.72E-07	8.25E-07
15424.29565	-7.013169071	-6.667714106	-6.030944731	-6.246986817	-5.971864857	7.56E-07	7.51E-07	7.81E-07	7.91E-07	9.34E-07
15425.09764	-7.053414663	-6.770427235	-5.904850206	-6.085322342	-6.210327711	7.59E-07	7.28E-07	7.04E-07	7.44E-07	9.41E-07
15425.89969	-7.01623846	-6.763986543	-5.954773959	-6.167305529	-6.0038767	7.51E-07	7.50E-07	8.35E-07	6.85E-07	8.80E-07
15426.70178	-7.068200216	-6.826894048	-5.918073788	-6.066187663	-6.308559265	7.86E-07	7.71E-07	7.71E-07	7.66E-07	7.76E-07
15427.50376	-6.995987558	-6.801176682	-6.056670922	-6.195504559	-6.337992846	7.62E-07	7.79E-07	7.63E-07	6.79E-07	8.06E-07
15428.30574	-7.060884421	-6.77006693	-6.020536552	-6.189887741	-6.17132867	7.74E-07	7.17E-07	7.38E-07	7.70E-07	8.70E-07
15429.10773	-7.053331214	-6.807290167	-6.067352116	-6.166415833	-6.054486248	7.58E-07	7.50E-07	7.96E-07	7.48E-07	8.60E-07
15429.90985	-6.984478581	-6.810791992	-6.079067542	-5.961482457	-5.964723206	7.58E-07	7.88E-07	7.71E-07	6.99E-07	9.74E-07
15430.71191	-7.082340191	-6.70230957	-5.980429144	-6.00830691	-6.022984	7.74E-07	7.87E-07	8.01E-07	8.58E-07	9.31E-07
15431.5139	-6.925934531	-6.785355547	-6.00051783	-6.137226729	-6.097242987	7.94E-07	7.40E-07	7.95E-07	8.03E-07	8.54E-07
15432.31645	-7.034364348	-6.674908976	-5.962295929	-6.054570934	-6.318455166	7.54E-07	8.38E-07	7.79E-07	6.65E-07	8.76E-07
15433.11852	-6.98636196	-6.857239441	-6.046676674	-6.117987527	-6.021067942	7.71E-07	7.68E-07	8.08E-07	7.14E-07	8.39E-07
15433.92053	-7.01128359	-6.827035956	-5.976017453	-5.946048004	-6.069857537	7.80E-07	7.53E-07	7.43E-07	6.56E-07	8.26E-07
15434.72253	-6.998025627	-6.757559463	-5.928718284	-6.010733331	-6.279690468	7.65E-07	7.90E-07	7.91E-07	7.00E-07	9.31E-07
15435.52461	-7.035226064	-6.743635622	-5.955247803	-6.255189541	-6.050067493	7.57E-07	8.21E-07	8.43E-07	6.28E-07	7.75E-07
15436.32667	-7.027026893	-6.872497095	-5.995010862	-6.080626765	-6.231159119	7.68E-07	7.42E-07	7.92E-07	7.34E-07	8.85E-07
15437.12875	-7.077410486	-6.636500251	-5.953422994	-6.025175063	-6.120267133	7.59E-07	7.92E-07	7.28E-07	6.21E-07	8.75E-07
15437.93074	-7.048447782	-6.72970055	-5.971393587	-6.226056491	-5.98066449	7.43E-07	7.98E-07	8.26E-07	6.99E-07	8.30E-07
15438.73276	-7.0791522	-6.768471897	-6.06001154	-6.097103621	-6.121742061	8.13E-07	7.69E-07	8.04E-07	7.83E-07	7.76E-07
15439.53481	-7.12714757	-6.780209159	-6.033986087	-6.195683087	-5.945540274	7.88E-07	8.13E-07	7.87E-07	7.08E-07	8.97E-07
15440.33684	-7.098206048	-6.705282363	-5.913768505	-5.936716383	-6.320479868	8.03E-07	7.82E-07	7.90E-07	7.01E-07	9.10E-07
15441.13886	-7.078786505	-6.676537247	-5.888235538	-6.261713831	-6.297884151	7.81E-07	8.09E-07	7.69E-07	7.54E-07	7.99E-07
15441.94091	-7.102852245	-6.8213879	-5.915493577	-6.166845135	-6.141934729	7.80E-07	7.57E-07	8.13E-07	7.21E-07	7.78E-07
15442.74292	-7.10670759	-6.731350147	-6.027779343	-6.170305476	-6.181018138	7.82E-07	7.50E-07	7.42E-07	7.65E-07	8.83E-07
15443.54503	-7.012603302	-6.796847961	-5.956504846	-6.112878021	-6.21653454	8.05E-07	7.84E-07	8.27E-07	7.36E-07	9.11E-07
15444.34707	-7.059366477	-6.692130356	-6.030765086	-6.084679836	-6.130082461	8.07E-07	7.38E-07	8.29E-07	6.70E-07	8.24E-07
15445.14914	-7.031681597	-6.828012539	-5.989963828	-6.082331927	-5.976867563	7.66E-07	7.72E-07	7.72E-07	8.38E-07	9.51E-07
15445.9511	-7.037219673	-6.761208048	-6.068588581	-6.015101454	-6.208073881	7.76E-07	7.71E-07	7.65E-07	7.36E-07	7.99E-07
15446.75322	-7.154358446	-6.892403347	-6.005516645	-6.157977978	-5.993914509	7.74E-07	7.84E-07	8.14E-07	6.94E-07	8.95E-07
15447.55524	-6.998921044	-6.86500142	-6.055464806	-6.057238919	-6.216794267	7.74E-07	7.50E-07	8.26E-07	7.17E-07	8.58E-07
15448.35732	-7.042829624	-6.77271113	-6.091551891	-6.182656562	-6.135134556	7.63E-07	8.02E-07	7.99E-07	7.31E-07	8.96E-07
15449.15934	-7.084168946	-6.830658812	-5.981436933	-6.013155734	-6.22927914	7.61E-07	7.75E-07	7.76E-07	6.94E-07	9.48E-07
15449.96129	-7.075551881	-6.7048067	-6.028243095	-6.144915928	-6.158860532	7.66E-07	7.98E-07	8.46E-07	8.34E-07	9.08E-07
15450.76338	-7.050238946	-6.778648734	-6.114560698	-6.062007853	-6.175442992	8.26E-07	7.74E-07	8.12E-07	8.61E-07	9.12E-07
15451.56545	-7.02420981	-6.826792583	-6.048712277	-6.121352982	-6.101941412	7.84E-07	7.66E-07	8.07E-07	6.97E-07	9.79E-07
15452.3674	-7.054375755	-6.768879557	-6.078004303	-6.07990003	-6.136467084	7.81E-07	7.76E-07	7.72E-07	6.11E-07	7.76E-07
15453.16944	-7.040064784	-6.691732311	-6.087892344	-6.131844871	-6.136866999	7.82E-07	8.02E-07	7.84E-07	8.47E-07	8.44E-07
15453.9714	-7.045355373	-6.728877404	-6.043854248	-6.101142622	-6.301875964	8.01E-07	8.02E-07	7.58E-07	7.31E-07	1.01E-06
15454.77348	-7.059189145	-6.746849222	-6.00254374	-6.041708925	-6.018678165	7.99E-07	7.83E-07	7.41E-07	7.71E-07	9.92E-07
15455.57544	-7.02320087	-6.752016389	-6.050837847	-6.165497196	-5.943759313	7.97E-07	8.42E-07	7.56E-07	7.82E-07	8.52E-07
15456.37742	-7.049536066	-6.67540651	-5.982644372	-6.209434193	-5.962201905	8.10E-07	8.35E-07	7.92E-07	7.69E-07	8.83E-07
15457.17944	-7.043636721	-6.804371457	-5.94398491	-6.219144406	-6.10614824	8.13E-07	8.12E-07	8.21E-07	7.26E-07	8.84E-07
15457.98143	-7.110252269	-6.705443896	-5.98924331	-6.282475564	-6.063035012	7.60E-07	7.50E-07	7.87E-07	8.15E-07	8.99E-07
15458.78346	-7.108504816	-6.736059339	-5.935161617	-6.177387334	-6.18375944	7.88E-07	7.72E-07	7.57E-07	7.40E-07	9.05E-07
15459.58554	-7.094488906	-6.674675862	-6.003111447	-5.963389185	-5.971889795	7.76E-07	8.25E-07	7.54E-07	7.05E-07	7.89E-07
15460.38752	-7.129989898	-6.717658951	-6.061005851	-6.219402308	-6.187849814	7.77E-07	7.65E-07	7.61E-07	7.78E-07	7.90E-07
15461.18955	-7.095806434	-6.793327026	-5.934671494	-6.142414892	-6.070864471	7.77E-07	7.89E-07	8.24E-07	7.50E-07	9.13E-07
15461.99161	-7.012801895	-6.646161234	-5.931809281	-6.066765091	-6.131319234	8.32E-07	7.90E-07	7.81E-07	8.47E-07	8.20E-07
15462.79359	-7.15325357	-6.672819091	-5.98705086	-6.08882	-6.144109629	7.82E-07	8.02E-07	7.09E-07	8.00E-07	9.03E-07
15463.59563	-7.001386449	-6.679805445	-5.947366367	-5.948515894	-6.132789562	8.11E-07	8.38E-07	7.91E-07	8.65E-07	8.69E-07
15464.39769	-6.992752699	-6.70252334	-6.019506342	-6.303156346	-6.037683856	7.65E-07	7.65E-07	7.74E-07	7.03E-07	9.40E-07
15465.19964	-7.063683396	-6.725475673	-6.081103341	-6.169564554	-6.107793411	7.73E-07	8.10E-07	7.44E-07	7.79E-07	8.38E-07
15466.00163	-7.073215162	-6.697906763	-6.07231783	-6.208795139	-6.243114782	7.91E-07	8.35E-07	8.95E-07	7.33E-07	8.80E-07
15466.8037	-7.075535679	-6.776580127	-6.090887393	-6.015561571	-6.100984968	8.18E-07	7.99E-07	7.67E-07	7.42E-07	9.16E-07
15467.60576	-7.079406443	-6.73965055	-6.03927812	-6.204631512	-6.009747209	7.96E-07	7.63E-07	7.87E-07	7.48E-07	7.43E-07
15468.4078	-7.075134113	-6.730383399	-6.177186503	-6.078134157	-6.1637969	7.75E-07	7.89E-07	8.26E-07	6.25E-07	8.64E-07
15469.20994	-7.099133323	-6.719584332	-6.061686208	-6.150630087	-6.100248504	7.99E-07	7.98E-07	8.69E-07	7.48E-07	7.94E-07
15470.01194	-6.993988719	-6.885366619	-5.99716215	-6.179749625	-6.265093217	7.82E-07	7.54E-07	8.51E-07	6.47E-07	8.31E-07
15470.81403	-7.055159588	-6.769575182	-6.09175584	-6.246472578	-6.103477319	8.12E-07	8.00E-07	7.85E-07	7.35E-07	1.05E-06
15471.61603	-7.112611206	-6.653441444	-6.205952991	-6.055529187	-6.135479807	7.82E-07	8.19E-07	7.94E-07	6.50E-07	7.54E-07
15472.41806	-7.04020479	-6.647882173	-6.033128167	-6.065242648	-6.127219061	7.97E-07	8.18E-07	8.12E-07	7.57E-07	1.02E-06
15473.22012	-7.084017028	-6.742634114	-6.026941446	-6.358786925	-6.240360507	8.17E-07	8.08E-07	8.39E-07	7.57E-07	8.29E-07
15474.02213	-7.169309213	-6.734451358	-6.139038954	-6.080230364	-6.088510159	7.80E-07	7.75E-07	7.48E-07	7.05E-07	9.53E-07
15474.82413	-7.035297976	-6.698528907	-5.857464173	-6.147430919	-6.208009578	7.91E-07	7.59E-07	7.96E-07	8.04E-07	9.49E-07
15475.62611	-7.089492295	-6.808256775	-6.008346267	-5.994558819	-6.112974416	8.02E-07	7.57E-07	7.78E-07	7.94E-07	8.62E-07
15476.42818	-7.085434379	-6.795630443	-6.133883251	-6.178439076	-5.893157524	7.84E-07	7.54E-07	8.18E-07	6.85E-07	8.87E-07
15477.23035	-7.09198244	-6.763243751	-6.0288697	-6.260344708	-6.222528585	7.88E-07	7.73E-07	7.50E-07	6.71E-07	8.35E-07
15478.0323	-7.05983985	-6.751172388	-5.976002388	-6.00730706	-6.05527044	8.03E-07	7.60E-07	7.15E-07	7.88E-07	8.75E-07
15478.83431	-7.066316181	-6.815741599	-5.965418968	-5.987346011	-6.117520937	7.96E-07	8.08E-07	8.69E-07	7.10E-07	8.36E-07
15479.63639	-7.069922652	-6.802953351	-6.028289626	-6.164395341	-6.201926202	8.11E-07	7.45E-07	7.56E-07	7.40E-07	9.66E-07
15480.43842	-7.036946281	-6.803134952	-6.042813241	-6.136083291	-6.093397885	8.46E-07	7.79E-07	7.41E-07	7.97E-07	9.54E-07
15481.24045	-7.014036905	-6.731116153	-6.100672863	-6.141111137	-6.171384951	8.19E-07	8.37E-07	7.63E-07	7.39E-07	8.43E-07
15482.04246	-7.079958852	-6.848402737	-6.074431396	-5.975032993	-6.13371348	7.84E-07	7.48E-07	8.12E-07	6.96E-07	8.42E-07
15482.84444	-7.076026214	-6.72820932	-6.121351783	-6.029876615	-6.450461329	7.96E-07	7.97E-07	7.67E-07	8.41E-07	8.77E-07
15483.64653	-7.058166642	-6.823460786	-5.912634989	-6.024313466	-6.239011967	7.80E-07	7.76E-07	8.19E-07	7.69E-07	9.24E-07
15484.44857	-7.062398681	-6.754759324	-6.041267166	-6.207626822	-6.019126788	8.09E-07	8.32E-07	7.99E-07	7.07E-07	8.64E-07
15485.25064	-7.04637823	-6.725077529	-6.021420037	-5.972692799	-6.076331238	8.54E-07	7.99E-07	7.48E-07	6.77E-07	8.84E-07
15486.05268	-7.052199264	-6.766305225	-6.091883664	-6.03782091	-6.242304903	8.17E-07	7.76E-07	7.70E-07	7.54E-07	8.78E-07
15486.85475	-7.091498969	-6.81908899	-5.992649406	-6.032318616	-5.97738697	7.92E-07	8.01E-07	8.40E-07	7.76E-07	8.45E-07
15487.65685	-7.040850655	-6.771706577	-6.033209431	-6.094735699	-6.141436816	8.29E-07	7.79E-07	8.26E-07	7.21E-07	8.87E-07
15488.45884	-7.101205928	-6.713565464	-6.145131185	-6.172152729	-6.038750256	7.85E-07	8.23E-07	7.95E-07	8.24E-07	1.07E-06
15489.26088	-7.0755363	-6.801915869	-6.136845215	-6.051471176	-6.059805638	7.81E-07	8.12E-07	8.03E-07	7.05E-07	8.23E-07
15490.06285	-7.090482766	-6.701808653	-6.121575432	-5.878402717	-6.02498041	7.66E-07	8.03E-07	8.50E-07	8.06E-07	9.01E-07
15490.86486	-7.100217051	-6.755063355	-5.940612129	-6.214264899	-6.282370462	8.25E-07	7.49E-07	8.02E-07	7.60E-07	9.29E-07
15491.66692	-7.098752084	-6.676209433	-5.991191559	-6.113905157	-6.027059298	8.15E-07	7.64E-07	8.14E-07	7.82E-07	8.97E-07
15492.46891	-7.101916591	-6.775245225	-5.943503017	-6.21735428	-6.079393731	7.81E-07	8.08E-07	7.34E-07	8.15E-07	9.89E-07
15493.271	-7.031085175	-6.663227789	-5.777622013	-6.160805019	-6.151615137	8.19E-07	7.90E-07	8.02E-07	8.20E-07	8.79E-07
15494.07301	-7.178935921	-6.608164303	-6.086013502	-6.101933778	-6.119133669	7.89E-07	7.82E-07	7.96E-07	7.32E-07	8.79E-07
15494.87495	-7.053556102	-6.665642551	-5.95903747	-6.203939615	-6.056169673	7.93E-07	8.00E-07	8.09E-07	6.61E-07	8.87E-07
15495.67703	-7.019518632	-6.652155282	-5.854701532	-6.084035904	-6.142255726	8.37E-07	7.66E-07	8.85E-07	6.77E-07	9.02E-07
15496.47908	-7.065465455	-6.831914243	-6.06917232	-6.225038775	-6.053742719	7.89E-07	7.62E-07	7.19E-07	7.08E-07	9.53E-07
15497.28113	-7.020876753	-6.668566786	-5.97973003	-5.967728443	-5.939592126	8.29E-07	8.02E-07	8.18E-07	7.33E-07	9.76E-07
15498.08314	-7.14662388	-6.700173301	-5.995191605	-6.192493149	-6.179271467	8.00E-07	8.25E-07	7.50E-07	8.04E-07	8.19E-07
15498.88511	-7.00135396	-6.810183302	-5.959195169	-6.163198984	-6.02583006	8.34E-07	7.90E-07	7.95E-07	7.70E-07	8.65E-07
15499.68718	-7.084959317	-6.700773277	-5.971829409	-6.018655141	-5.9325754	7.96E-07	8.22E-07	7.82E-07	7.64E-07	8.15E-07
15500.48928	-7.002706816	-6.757897928	-5.923818345	-6.023025211	-6.099750175	7.80E-07	8.22E-07	7.47E-07	8.20E-07	8.37E-07
15501.29131	-7.024863124	-6.764559519	-5.925942204	-6.262974703	-6.032020875	7.70E-07	7.45E-07	8.59E-07	7.03E-07	8.85E-07
15502.0934	-7.064574516	-6.78164851	-6.042062471	-6.059699653	-6.029044716	7.62E-07	7.76E-07	7.65E-07	8.19E-07	8.51E-07
15502.8954	-6.973183077	-6.689277947	-6.100179913	-6.036534525	-6.068150688	8.08E-07	7.94E-07	8.06E-07	8.14E-07	8.94E-07
15503.69746	-7.117927615	-6.724183282	-5.918591609	-5.940389131	-6.128665304	7.88E-07	7.95E-07	8.63E-07	7.70E-07	8.81E-07
15504.49949	-7.091179573	-6.663841832	-5.979007451	-6.225075617	-6.313995603	7.86E-07	7.64E-07	8.06E-07	6.42E-07	9.29E-07
15505.30147	-6.974801845	-6.614870693	-5.904744553	-6.281120073	-5.925171198	7.60E-07	7.99E-07	8.21E-07	7.77E-07	8.77E-07
15506.10359	-6.990686586	-6.777617483	-5.976230122	-6.067968837	-5.972335401	7.97E-07	7.69E-07	7.77E-07	6.95E-07	1.01E-06
15506.90559	-6.965542908	-6.634680686	-6.071819578	-6.001994246	-6.049036257	7.85E-07	7.53E-07	7.94E-07	7.96E-07	9.09E-07
15507.70766	-7.000800782	-6.779835144	-6.017381357	-5.98622031	-6.019163401	7.87E-07	7.55E-07	8.13E-07	7.51E-07	8.46E-07
15508.50972	-7.061753665	-6.702472766	-5.97771276	-5.86163009	-5.98947513	7.99E-07	7.60E-07	7.62E-07	7.72E-07	8.65E-07
15509.31168	-7.034394601	-6.604970984	-5.880189229	-6.170009147	-6.13496398	7.77E-07	8.24E-07	7.44E-07	7.08E-07	9.94E-07
15510.11363	-7.086308862	-6.644828933	-5.911967504	-6.090935871	-6.147265804	7.91E-07	7.43E-07	8.07E-07	7.12E-07	9.16E-07
15510.91566	-7.054692406	-6.684059271	-5.93615887	-6.119348942	-6.026642222	7.89E-07	7.54E-07	7.54E-07	7.07E-07	8.59E-07
15511.7176	-7.015059789	-6.761927973	-5.894491224	-6.091964752	-6.095177342	8.02E-07	7.87E-07	7.92E-07	7.39E-07	8.23E-07
15512.51962	-7.049758811	-6.699340061	-5.959369836	-6.037846432	-6.021021029	8.09E-07	7.96E-07	8.24E-07	8.45E-07	8.78E-07
15513.32166	-7.092514229	-6.658905264	-5.961870116	-5.8571405	-6.056068631	7.91E-07	8.18E-07	8.51E-07	7.97E-07	8.81E-07
15514.12371	-7.002251899	-6.656019972	-6.030287667	-6.187745293	-6.185741687	8.02E-07	7.66E-07	7.56E-07	8.59E-07	7.83E-07
15514.92577	-7.074771139	-6.716828756	-5.932281704	-6.055998037	-5.99975389	8.10E-07	8.64E-07	8.18E-07	7.32E-07	8.35E-07
15515.72781	-7.046370331	-6.669831675	-6.063854448	-5.868836818	-6.210097273	7.75E-07	8.62E-07	6.58E-07	8.07E-07	9.24E-07
15516.52986	-6.988129331	-6.736787242	-5.867044851	-5.868836818	-6.017284745	8.12E-07	8.26E-07	8.18E-07	8.07E-07	8.45E-07
15517.33186	-7.01271632	-6.733372759	-5.871023699	-6.091742723	-6.056876634	7.85E-07	8.03E-07	8.12E-07	7.78E-07	9.11E-07
15518.1339	-7.037847178	-6.746338184	-5.983411227	-6.026387567	-6.095473317	7.83E-07	8.10E-07	8.38E-07	7.91E-07	7.54E-07
15518.93591	-6.922363246	-6.818177254	-6.018620231	-6.073744546	-6.009872067	7.42E-07	7.83E-07	7.86E-07	7.70E-07	9.79E-07
15519.738	-7.015089712	-6.703013881	-6.104018157	-5.983030395	-5.995235318	8.08E-07	7.53E-07	7.44E-07	7.95E-07	9.20E-07
15520.53998	-7.059025988	-6.707302447	-6.141195343	-6.047221047	-5.912566048	8.09E-07	8.16E-07	7.80E-07	7.94E-07	9.36E-07
15521.34206	-7.033480447	-6.725501897	-5.883303904	-6.089636787	-6.062167018	7.59E-07	8.10E-07	7.98E-07	7.70E-07	8.39E-07
15522.14413	-6.902804323	-6.668572715	-5.929212069	-5.974505904	-6.068355161	7.76E-07	7.87E-07	8.18E-07	8.20E-07	7.61E-07
15522.94609	-7.015429524	-6.66283411	-5.930781956	-6.026394052	-6.088828449	7.67E-07	8.01E-07	8.18E-07	7.41E-07	7.81E-07
15523.74811	-7.080890846	-6.707564041	-5.921483697	-5.963866141	-6.040409127	7.63E-07	8.01E-07	7.51E-07	7.72E-07	9.25E-07
15524.55012	-6.933362089	-6.640382556	-5.926720476	-6.071939537	-6.055391151	8.08E-07	7.59E-07	8.45E-07	7.65E-07	8.88E-07
