Time_(s)	Delta_F/n_n=3_(Hz)	Delta_F/n_n=5_(Hz)	Delta_F/n_n=7_(Hz)	Delta_F/n_n=9_(Hz)	Delta_F/n_n=11_(Hz)	Delta_D_n=3_()	Delta_D_n=5_()	Delta_D_n=7_()	Delta_D_n=9_()	Delta_D_n=11_()
14625.46341	-6.098356123	-5.925990181	-5.208582819	-5.337133138	-5.41022397	6.20E-07	6.36E-07	7.14E-07	6.48E-07	8.85E-07
14626.26546	-6.080142754	-5.922259387	-5.175600932	-5.354005857	-5.306488916	6.24E-07	5.87E-07	6.83E-07	5.55E-07	8.96E-07
14627.06758	-6.067476625	-5.971940684	-5.223212279	-5.365537298	-5.266130543	6.51E-07	6.38E-07	6.66E-07	6.08E-07	8.01E-07
14627.8696	-6.075844777	-5.779786815	-5.20723591	-5.32803482	-5.212772887	6.39E-07	6.69E-07	6.55E-07	7.36E-07	7.65E-07
14628.67164	-6.047279807	-5.783060812	-5.228134316	-5.351250433	-5.427509995	6.41E-07	6.78E-07	6.28E-07	6.37E-07	7.55E-07
14629.47374	-6.169554858	-5.941039111	-5.179312018	-5.391138195	-5.405424585	6.35E-07	6.25E-07	6.64E-07	6.03E-07	8.08E-07
14630.27581	-6.170890694	-5.881555892	-5.21572076	-5.443124813	-5.393889905	6.57E-07	6.14E-07	7.40E-07	6.65E-07	8.10E-07
14631.07787	-6.075825299	-5.867071991	-5.093082782	-5.347015861	-5.216026894	6.56E-07	6.28E-07	7.15E-07	4.91E-07	7.61E-07
14631.87995	-6.204180395	-5.850432416	-5.213885104	-5.31175039	-5.29951458	6.26E-07	6.75E-07	6.50E-07	6.00E-07	7.46E-07
14632.68197	-6.134987546	-5.858147939	-5.241312635	-5.265261509	-5.318397316	5.90E-07	6.41E-07	6.58E-07	5.62E-07	6.94E-07
14633.4841	-6.185187216	-5.789637137	-5.28591274	-5.165644434	-5.326603014	6.58E-07	6.41E-07	7.47E-07	6.95E-07	7.73E-07
14634.28602	-6.111988228	-5.877809419	-5.11257983	-5.321531711	-5.371547198	6.75E-07	6.26E-07	7.05E-07	5.97E-07	7.29E-07
14635.08812	-6.24388361	-5.893732126	-5.25833407	-5.496476981	-5.343782168	6.57E-07	6.44E-07	6.23E-07	5.93E-07	7.55E-07
14635.89013	-6.158675064	-5.885340355	-5.208634066	-5.355244568	-5.452947061	6.45E-07	6.40E-07	6.68E-07	6.82E-07	7.56E-07
14636.69204	-6.077312702	-5.859901854	-5.19323936	-5.290132006	-5.478091654	6.68E-07	6.21E-07	7.12E-07	6.77E-07	7.91E-07
14637.49406	-6.04321416	-5.930404267	-5.197801083	-5.403076119	-5.41148217	6.78E-07	6.31E-07	6.50E-07	6.61E-07	7.84E-07
14638.29612	-6.079354137	-5.872780999	-5.121677797	-5.280913429	-5.275871208	6.81E-07	6.44E-07	6.62E-07	7.03E-07	7.68E-07
14639.09813	-6.174088766	-5.955151138	-5.113562668	-5.236383684	-5.355315621	6.68E-07	6.79E-07	6.22E-07	6.27E-07	7.88E-07
14639.90023	-6.091686271	-5.877515805	-5.167438654	-5.402093614	-5.19937626	6.85E-07	6.55E-07	7.20E-07	5.96E-07	7.65E-07
14640.70221	-6.154762133	-5.888908831	-5.113945047	-5.285129341	-5.357324031	6.64E-07	6.49E-07	6.53E-07	6.45E-07	7.85E-07
14641.5042	-6.083977245	-5.903878679	-5.153701463	-5.179477185	-5.296111318	6.57E-07	6.53E-07	5.51E-07	7.41E-07	7.96E-07
14642.30632	-6.05522627	-5.899289797	-5.1383261	-5.311978944	-5.342107549	6.42E-07	6.29E-07	6.32E-07	6.07E-07	7.42E-07
14643.1083	-6.126656311	-5.752224045	-5.202871274	-5.382824621	-5.170068266	6.38E-07	6.24E-07	7.26E-07	6.11E-07	6.68E-07
14643.91034	-6.064106369	-5.830260532	-5.332262161	-5.27036715	-5.349976124	6.60E-07	6.19E-07	6.27E-07	5.84E-07	7.54E-07
14644.7124	-6.145597077	-5.839786448	-5.260196121	-5.323831907	-5.410558833	6.46E-07	6.98E-07	6.66E-07	6.71E-07	6.87E-07
14645.5145	-6.063159324	-5.804451833	-5.261897979	-5.279037352	-5.562193627	6.63E-07	6.81E-07	6.88E-07	6.52E-07	7.82E-07
14646.31655	-6.092534001	-5.779405289	-5.302519104	-5.104618389	-5.15050681	6.43E-07	6.85E-07	6.21E-07	6.64E-07	8.01E-07
14647.1185	-6.096128966	-5.900692581	-5.271376978	-5.294892366	-5.593990279	6.70E-07	6.76E-07	6.78E-07	6.17E-07	8.75E-07
14647.92059	-6.038384354	-5.879619717	-5.336165414	-5.320158048	-5.293910018	6.37E-07	6.94E-07	7.30E-07	5.78E-07	7.45E-07
14648.72266	-6.023905959	-5.983755843	-5.074399034	-5.171248703	-5.143156313	6.50E-07	7.16E-07	6.43E-07	6.45E-07	7.32E-07
14649.5246	-6.17457194	-5.934294156	-5.163165618	-5.341435888	-5.435628622	6.47E-07	6.87E-07	5.93E-07	6.00E-07	7.98E-07
14650.32669	-6.082556795	-5.828096084	-5.130282655	-5.308840852	-5.078258053	6.66E-07	6.41E-07	7.14E-07	6.19E-07	7.76E-07
14651.12875	-6.199875344	-5.820027138	-5.11287822	-5.357274522	-5.1128493	6.45E-07	6.32E-07	7.20E-07	6.16E-07	7.06E-07
14651.93084	-6.173797235	-5.823275232	-5.151334964	-5.342450147	-5.353692843	6.88E-07	6.80E-07	7.11E-07	6.47E-07	7.83E-07
14652.73284	-6.097724236	-5.850630118	-5.165075828	-5.328089924	-5.271393342	6.68E-07	6.61E-07	5.94E-07	6.31E-07	8.53E-07
14653.5348	-6.167236484	-5.846766079	-5.168721787	-5.290463802	-5.443732151	7.11E-07	6.65E-07	6.67E-07	6.56E-07	7.19E-07
14654.33686	-6.147243735	-5.872786558	-5.269987872	-5.378186872	-5.218039555	6.50E-07	6.87E-07	6.90E-07	7.67E-07	7.33E-07
14655.13884	-6.110476373	-5.907552642	-5.187307108	-5.462498558	-5.390105959	6.47E-07	6.48E-07	6.96E-07	5.78E-07	8.49E-07
14655.94088	-6.17869113	-5.943706492	-5.014590301	-5.271611376	-5.368987635	6.44E-07	6.85E-07	6.58E-07	6.89E-07	7.15E-07
14656.74292	-6.087079441	-5.955489966	-5.121980863	-5.323577431	-5.419261534	6.63E-07	6.15E-07	6.65E-07	6.12E-07	8.43E-07
14657.545	-6.143297307	-5.844640164	-5.200620687	-5.321577589	-5.523809034	6.69E-07	6.52E-07	6.19E-07	6.61E-07	7.39E-07
14658.34703	-6.084004991	-5.888528215	-5.14734284	-5.302532166	-5.305447694	6.69E-07	6.26E-07	6.85E-07	5.99E-07	7.55E-07
14659.14905	-6.09397611	-5.91204389	-5.23352994	-5.544105221	-5.284073983	6.66E-07	6.75E-07	5.94E-07	5.94E-07	7.88E-07
14659.951	-6.043491591	-5.941410778	-5.207735007	-5.129091937	-5.22978495	6.59E-07	6.55E-07	6.97E-07	5.97E-07	8.28E-07
14660.75306	-6.045573076	-5.895278109	-5.185270391	-5.310763335	-5.275052586	6.60E-07	6.62E-07	6.55E-07	6.48E-07	8.86E-07
14661.5551	-6.058007213	-5.917245426	-5.236157763	-5.288019066	-5.332826038	6.33E-07	6.27E-07	5.93E-07	6.71E-07	8.74E-07
14662.35717	-6.077635199	-5.838458236	-5.122517815	-5.245699037	-5.232570524	6.46E-07	7.00E-07	6.52E-07	6.73E-07	7.42E-07
14663.15923	-6.115562779	-5.83293117	-5.120896238	-5.201793311	-5.394199289	6.25E-07	6.57E-07	6.42E-07	6.80E-07	8.03E-07
14663.96119	-6.12511766	-5.86646072	-5.313545178	-5.444117789	-5.29090064	6.47E-07	6.39E-07	6.36E-07	5.19E-07	8.61E-07
14664.76326	-6.136027627	-5.966827381	-5.237432807	-5.195091441	-5.287874749	6.30E-07	6.64E-07	7.08E-07	5.49E-07	7.72E-07
14665.56533	-6.10394673	-5.893836765	-5.199454305	-5.31046823	-5.369634813	6.43E-07	6.92E-07	7.06E-07	5.60E-07	8.50E-07
14666.36739	-6.151239965	-5.801522769	-5.259532702	-5.217081046	-5.331700792	6.52E-07	6.16E-07	5.95E-07	5.51E-07	6.62E-07
14667.16943	-6.131024138	-5.812707864	-5.157048884	-5.164554281	-5.477781549	6.80E-07	6.40E-07	6.67E-07	6.35E-07	8.42E-07
14667.97146	-6.09857919	-5.899846672	-5.221386633	-5.400015519	-5.306184668	6.47E-07	6.72E-07	6.64E-07	5.79E-07	7.06E-07
14668.77353	-6.07966724	-5.856590004	-5.125444669	-5.352191817	-5.35671252	6.43E-07	6.83E-07	6.87E-07	5.68E-07	7.76E-07
14669.57565	-6.212418565	-5.814685003	-5.37583101	-5.51973146	-5.532746798	6.53E-07	6.31E-07	6.70E-07	5.87E-07	7.34E-07
14670.3776	-6.103712515	-5.88632867	-5.186532242	-5.24955945	-5.146656086	6.65E-07	6.66E-07	6.67E-07	6.09E-07	7.72E-07
14671.17967	-6.157234154	-5.861781143	-5.178628572	-5.315743063	-5.269187358	6.59E-07	6.95E-07	6.43E-07	6.51E-07	7.33E-07
14671.98174	-6.130263248	-5.904332516	-5.224466491	-5.383684226	-5.305568183	6.33E-07	6.33E-07	6.43E-07	5.59E-07	8.17E-07
14672.7838	-6.086596059	-5.899164545	-5.247800837	-5.190498591	-5.378840469	6.37E-07	6.75E-07	6.44E-07	7.36E-07	7.66E-07
14673.58582	-6.144208443	-5.887926994	-5.200542033	-5.377016511	-5.304385469	6.62E-07	6.69E-07	6.52E-07	7.48E-07	7.31E-07
14674.38783	-6.208477357	-5.907509323	-5.215831844	-5.399146586	-5.362716169	6.46E-07	6.91E-07	6.05E-07	5.41E-07	9.16E-07
14675.1899	-6.119898768	-6.022848906	-5.118298446	-5.122313054	-5.307226828	6.56E-07	6.92E-07	6.91E-07	5.93E-07	7.03E-07
14675.99197	-6.128343436	-5.894714908	-5.218570847	-5.230508438	-5.436769432	6.52E-07	5.85E-07	6.68E-07	6.83E-07	8.72E-07
14676.79395	-6.134088881	-6.033254079	-5.212107043	-5.371042043	-5.219182105	6.44E-07	6.52E-07	6.61E-07	6.28E-07	7.43E-07
14677.59598	-6.122627357	-5.958230453	-5.161401467	-5.275574764	-5.328945663	7.04E-07	6.39E-07	6.34E-07	6.66E-07	9.19E-07
14678.39805	-6.120546961	-5.840664147	-5.170714687	-5.328195642	-5.36340086	6.41E-07	6.54E-07	7.05E-07	6.66E-07	7.53E-07
14679.20001	-6.113258259	-5.895773207	-5.299708975	-5.239393894	-5.377988273	6.48E-07	6.62E-07	6.78E-07	6.24E-07	6.83E-07
14680.00258	-6.033311756	-5.923966015	-5.156869171	-5.202720553	-5.252498279	6.57E-07	6.69E-07	6.53E-07	7.09E-07	7.15E-07
14680.80466	-6.096605174	-5.84627611	-5.239087889	-5.272414131	-5.313374724	6.56E-07	6.48E-07	6.64E-07	6.00E-07	7.64E-07
14681.60676	-6.133446946	-5.806131598	-5.280301493	-5.416640101	-5.300394372	6.30E-07	7.08E-07	6.47E-07	5.30E-07	6.97E-07
14682.40875	-6.116130201	-5.876483323	-5.32389402	-5.245889179	-5.465949619	6.33E-07	6.64E-07	6.16E-07	6.19E-07	7.46E-07
14683.21069	-6.109492699	-5.948617366	-5.157603609	-5.337226387	-5.342097355	6.72E-07	6.30E-07	7.23E-07	6.46E-07	7.78E-07
14684.01273	-6.09473921	-5.931827965	-5.237373953	-5.221622491	-5.456652353	6.75E-07	6.66E-07	7.26E-07	6.76E-07	7.30E-07
14684.8148	-6.063948907	-5.90498637	-5.158074219	-5.260117905	-5.493558199	6.30E-07	6.98E-07	6.81E-07	6.23E-07	6.93E-07
14685.61684	-6.145948692	-5.823351851	-5.217952315	-5.394817117	-5.34979968	6.84E-07	5.74E-07	6.03E-07	6.49E-07	7.60E-07
14686.41885	-6.12539359	-5.902914096	-5.124587766	-5.310147346	-5.316900103	6.73E-07	6.18E-07	6.49E-07	6.16E-07	7.35E-07
14687.22081	-6.097769766	-5.929511342	-5.212877312	-5.14980686	-5.403780479	6.67E-07	6.86E-07	6.69E-07	7.29E-07	7.02E-07
14688.02286	-6.117290192	-5.838926626	-5.078693412	-5.271281517	-5.436796205	6.85E-07	6.48E-07	6.95E-07	6.85E-07	7.55E-07
14688.82487	-6.067526481	-5.914076514	-5.227140645	-5.334692946	-5.384918436	6.51E-07	6.37E-07	6.55E-07	7.70E-07	7.92E-07
14689.62691	-6.128579102	-5.892143864	-5.111328764	-5.283040407	-5.604050059	6.71E-07	6.54E-07	6.29E-07	7.21E-07	8.08E-07
14690.42896	-6.102004181	-5.93126313	-5.15210256	-5.394331191	-5.350637605	6.57E-07	6.70E-07	6.52E-07	5.93E-07	7.79E-07
14691.23092	-6.12331237	-5.895475508	-5.078193644	-5.393683051	-5.447503782	6.46E-07	6.94E-07	6.87E-07	6.07E-07	8.09E-07
14692.03299	-6.207647998	-5.953094015	-5.199503485	-5.335879543	-5.270926679	6.26E-07	7.37E-07	7.21E-07	6.47E-07	7.52E-07
14692.83501	-6.164000569	-5.942510662	-5.280920043	-5.481080345	-5.30688773	6.48E-07	6.70E-07	6.34E-07	5.98E-07	7.08E-07
14693.63703	-6.042745331	-5.949171963	-5.137531746	-5.235045064	-5.540368657	6.90E-07	6.22E-07	6.77E-07	6.65E-07	7.40E-07
14694.43902	-6.132924438	-5.967272885	-5.124538654	-5.288081177	-5.456469583	6.36E-07	6.51E-07	6.96E-07	5.73E-07	6.01E-07
14695.24112	-6.024474259	-5.903231283	-5.127301209	-5.294936408	-5.355956325	6.68E-07	6.69E-07	6.88E-07	7.25E-07	7.07E-07
14696.04323	-6.15992407	-5.849754041	-5.215431614	-5.25730126	-5.313427037	6.16E-07	6.66E-07	6.44E-07	6.62E-07	7.92E-07
14696.84523	-6.024430287	-5.784484534	-5.192532605	-5.454205491	-5.568261623	6.16E-07	7.03E-07	5.69E-07	6.29E-07	7.88E-07
14697.64724	-6.149458123	-5.945314196	-5.208240264	-5.223961718	-5.305637916	6.73E-07	7.00E-07	6.29E-07	6.78E-07	8.59E-07
14698.44922	-6.156535855	-5.830016804	-5.207646174	-5.459357445	-5.339799792	6.38E-07	6.46E-07	6.83E-07	5.84E-07	7.65E-07
14699.25128	-6.13269814	-5.911789491	-5.147073184	-5.361111641	-5.344378106	6.84E-07	6.90E-07	6.58E-07	6.84E-07	7.36E-07
14700.05329	-6.124892539	-5.886009448	-5.085694084	-5.283298532	-5.34347517	6.55E-07	5.85E-07	7.08E-07	6.88E-07	8.19E-07
14700.85537	-6.188828761	-5.933479178	-5.302329293	-5.472159926	-5.105296149	6.24E-07	6.17E-07	6.85E-07	6.91E-07	7.31E-07
14701.65738	-6.187978412	-5.892960074	-5.246775662	-5.400722548	-5.217979743	6.55E-07	6.36E-07	6.75E-07	6.95E-07	7.33E-07
14702.4594	-6.082259779	-5.945719783	-5.134929072	-5.188067015	-5.528381477	6.47E-07	6.52E-07	6.31E-07	6.61E-07	7.04E-07
14703.26143	-6.144120167	-5.909947045	-5.225449017	-5.250824906	-5.459928832	5.95E-07	6.45E-07	7.35E-07	5.47E-07	7.67E-07
14704.06347	-6.214982785	-5.854335807	-5.214190205	-5.24166766	-5.524242589	6.38E-07	6.37E-07	6.71E-07	6.69E-07	7.91E-07
14704.86552	-6.130285362	-5.860697483	-5.118848427	-5.251391555	-5.159530718	6.45E-07	6.49E-07	6.31E-07	6.37E-07	8.23E-07
14705.66757	-6.172408143	-5.87650422	-5.180249647	-5.365580186	-5.48530655	6.07E-07	7.07E-07	6.87E-07	6.95E-07	7.61E-07
14706.46964	-6.119685179	-5.906620099	-5.258949909	-5.356189436	-5.43940902	6.64E-07	6.61E-07	6.83E-07	5.89E-07	6.90E-07
14707.27172	-6.129480892	-5.879591501	-5.102035194	-5.340234458	-5.40106094	6.75E-07	6.46E-07	7.18E-07	6.12E-07	6.84E-07
14708.07377	-6.139455261	-5.934134577	-5.208280612	-5.322597397	-5.062925558	6.66E-07	6.63E-07	6.77E-07	6.49E-07	7.49E-07
14708.87633	-6.114980788	-5.94068789	-5.203118585	-5.330820244	-5.661844128	6.65E-07	6.75E-07	6.68E-07	6.54E-07	8.09E-07
14709.67837	-6.108528049	-5.86506419	-5.13044447	-5.524449052	-5.271517677	6.82E-07	6.07E-07	6.64E-07	7.14E-07	7.65E-07
14710.48035	-6.121826385	-5.904302754	-5.270578011	-5.406736994	-5.497554887	6.43E-07	6.37E-07	6.20E-07	5.70E-07	7.99E-07
14711.28244	-6.092866784	-5.93829679	-5.26160424	-5.254696056	-5.30569985	6.55E-07	6.86E-07	6.28E-07	6.50E-07	8.43E-07
14712.08441	-6.101055833	-5.890596148	-5.104797752	-5.346204784	-5.299167483	6.67E-07	6.68E-07	6.33E-07	7.22E-07	8.13E-07
14712.88643	-6.173529121	-5.91898617	-5.110247815	-5.205058564	-5.436250578	6.51E-07	6.55E-07	6.21E-07	5.72E-07	6.50E-07
14713.68851	-6.164718091	-5.956337506	-5.270022853	-5.268494237	-5.21187736	6.85E-07	6.38E-07	6.17E-07	6.06E-07	7.42E-07
14714.49047	-6.097473099	-5.835310035	-5.166790885	-5.293215741	-5.676836054	6.11E-07	6.71E-07	6.75E-07	6.48E-07	8.44E-07
14715.29242	-6.056856234	-5.926272021	-5.089199999	-5.281150676	-5.403735727	6.37E-07	6.08E-07	7.06E-07	6.20E-07	8.30E-07
14716.09453	-6.095500395	-5.857823406	-5.180555848	-5.370094149	-5.248631348	6.74E-07	6.91E-07	7.06E-07	5.70E-07	7.61E-07
14716.89654	-6.088185691	-5.859252696	-5.096204863	-5.473697113	-5.502073266	6.58E-07	6.75E-07	6.66E-07	6.78E-07	8.78E-07
14717.69856	-6.164333606	-5.878200692	-5.202272349	-5.307658585	-5.183207604	6.44E-07	6.68E-07	5.81E-07	7.03E-07	8.16E-07
14718.5006	-6.078979523	-5.792151817	-5.285558606	-5.418918912	-5.358128716	6.61E-07	6.72E-07	6.73E-07	5.80E-07	7.80E-07
14719.30262	-6.068698434	-5.966374485	-5.098204455	-5.305171438	-5.072389009	6.40E-07	6.67E-07	6.18E-07	7.21E-07	7.98E-07
14720.10467	-6.165449455	-5.95630461	-5.129632744	-5.387086994	-5.21859467	6.81E-07	6.16E-07	6.41E-07	7.05E-07	7.52E-07
14720.90674	-6.18863167	-5.758714389	-5.136466895	-5.150028971	-5.261912926	6.50E-07	6.54E-07	6.36E-07	5.47E-07	7.76E-07
14721.70874	-6.177807471	-5.889932853	-5.229798413	-5.239200803	-5.468310809	6.71E-07	6.53E-07	6.80E-07	7.31E-07	6.54E-07
14722.5108	-6.073968365	-5.922611588	-5.326445734	-5.403237268	-5.284508287	6.72E-07	7.14E-07	6.12E-07	5.89E-07	7.55E-07
14723.31284	-6.172778571	-5.832562662	-5.279405541	-5.307956685	-5.381621871	6.64E-07	6.91E-07	6.92E-07	6.68E-07	7.19E-07
14724.11491	-6.16168155	-5.898768088	-5.214510459	-5.311674611	-5.387084197	6.58E-07	6.53E-07	7.05E-07	6.40E-07	7.07E-07
14724.91694	-6.225964367	-5.958815698	-5.116011248	-5.428816126	-5.35987767	6.24E-07	6.42E-07	6.83E-07	5.99E-07	7.59E-07
14725.71901	-6.131654725	-5.903360549	-5.16727071	-5.221312049	-5.495066382	6.31E-07	6.50E-07	6.70E-07	6.24E-07	6.93E-07
14726.52098	-6.119362912	-5.810883413	-5.19705369	-5.275181794	-5.344473982	6.73E-07	6.49E-07	6.28E-07	6.46E-07	7.94E-07
14727.32295	-6.162203846	-5.857279358	-5.336612992	-5.394832644	-5.229329083	6.59E-07	6.12E-07	6.53E-07	5.19E-07	7.93E-07
14728.1251	-6.130087576	-5.870605366	-5.10971251	-5.351270666	-5.262704473	6.69E-07	6.73E-07	6.63E-07	6.42E-07	8.57E-07
14728.92707	-6.127170956	-5.949665105	-5.162587115	-5.274072546	-5.454981025	6.34E-07	6.41E-07	6.63E-07	7.04E-07	7.28E-07
14729.7291	-6.141805793	-5.926896569	-5.166026389	-5.314899661	-5.237779203	6.07E-07	6.35E-07	6.95E-07	6.78E-07	8.24E-07
14730.53123	-6.121112059	-5.930000655	-5.088203752	-5.345553659	-5.334330408	6.40E-07	5.89E-07	6.92E-07	6.45E-07	8.28E-07
14731.3333	-6.228975109	-5.908925204	-5.172973818	-5.199367912	-5.330149865	6.34E-07	6.67E-07	7.14E-07	6.14E-07	8.16E-07
14732.13538	-6.131201851	-5.760345276	-5.083135737	-5.11461646	-5.600894704	6.40E-07	6.35E-07	6.91E-07	6.48E-07	6.99E-07
14732.9373	-6.115786891	-5.83850964	-5.234957121	-5.20461747	-5.50104188	6.43E-07	7.30E-07	6.20E-07	5.70E-07	8.02E-07
14733.7394	-6.119306124	-5.860661048	-5.195781387	-5.367566727	-5.534531383	5.97E-07	6.24E-07	7.13E-07	5.24E-07	7.22E-07
14734.54145	-6.194023545	-5.853166171	-5.186285584	-5.370081101	-5.445140335	6.01E-07	6.97E-07	6.80E-07	6.37E-07	7.61E-07
14735.34342	-6.054309637	-5.760938058	-5.241228662	-5.290335228	-5.44420826	6.32E-07	7.26E-07	6.82E-07	6.31E-07	8.32E-07
14736.14555	-6.104774803	-5.830829622	-5.184018882	-5.37122044	-5.088104507	6.43E-07	6.75E-07	6.72E-07	5.87E-07	6.90E-07
14736.94758	-6.154108344	-5.777297316	-5.088035118	-5.310187507	-5.361748107	6.44E-07	6.76E-07	6.33E-07	4.78E-07	8.04E-07
14737.74962	-6.103925357	-5.928972977	-5.170641281	-5.24863026	-5.259073789	6.39E-07	6.61E-07	5.65E-07	5.46E-07	7.84E-07
14738.55163	-6.065355676	-5.901805215	-5.092552401	-5.249353454	-5.202520096	6.67E-07	6.21E-07	6.96E-07	6.27E-07	8.01E-07
14739.35358	-6.09909682	-5.849878871	-5.101029632	-5.31043326	-5.466422943	6.29E-07	6.88E-07	6.72E-07	6.33E-07	7.50E-07
14740.15564	-6.163600368	-5.865152437	-5.319209132	-5.341140871	-5.331357999	6.42E-07	6.50E-07	6.45E-07	6.11E-07	8.33E-07
14740.95767	-6.090242526	-5.943154078	-5.070238056	-5.403878148	-5.363143838	6.55E-07	6.46E-07	7.48E-07	6.79E-07	9.20E-07
14741.75967	-6.179333182	-5.88368822	-5.094774468	-5.25086428	-5.230971624	6.58E-07	6.11E-07	7.08E-07	6.70E-07	7.68E-07
14742.56165	-6.091882785	-5.858563966	-5.284541004	-5.223898952	-5.315709029	6.57E-07	6.31E-07	6.26E-07	6.52E-07	7.17E-07
14743.36366	-6.119457075	-5.94268399	-5.293102217	-5.39714984	-5.303812499	6.13E-07	6.22E-07	5.94E-07	6.70E-07	7.54E-07
14744.16565	-6.126441833	-5.901925021	-5.135820443	-5.528883828	-5.380822084	6.82E-07	6.34E-07	6.83E-07	6.04E-07	6.29E-07
14744.96776	-6.073442077	-5.92237734	-5.255028213	-5.340574548	-5.302296165	6.31E-07	6.08E-07	6.61E-07	6.54E-07	6.71E-07
14745.76981	-6.102747671	-5.772698645	-5.221933537	-5.269918334	-5.351822202	6.45E-07	6.94E-07	7.04E-07	5.95E-07	7.73E-07
14746.57184	-6.097323267	-5.925614936	-4.992736094	-5.27419928	-5.362020863	6.66E-07	6.07E-07	7.06E-07	6.59E-07	8.39E-07
14747.37393	-6.123126873	-5.880142616	-5.099475955	-5.372841539	-5.378669633	6.42E-07	6.69E-07	6.28E-07	6.02E-07	7.57E-07
14748.17595	-6.117792257	-5.840575489	-5.23223186	-5.309621383	-5.446987619	6.50E-07	7.03E-07	6.56E-07	5.43E-07	7.75E-07
14748.97795	-6.056722911	-5.841155386	-5.209712865	-5.425128244	-5.403813116	6.51E-07	6.67E-07	6.54E-07	5.94E-07	7.29E-07
14749.78001	-6.029094149	-5.860790624	-5.189958505	-5.117035888	-5.471280216	6.47E-07	6.97E-07	6.32E-07	5.77E-07	7.39E-07
14750.58204	-6.078647428	-5.852924462	-5.21902041	-5.26125992	-5.272935437	6.67E-07	6.53E-07	6.61E-07	6.60E-07	6.59E-07
14751.38418	-6.042138004	-5.942584597	-5.162283922	-5.313278114	-5.241877372	6.42E-07	6.62E-07	6.82E-07	6.23E-07	6.35E-07
14752.18622	-6.102096407	-5.81896686	-5.096505359	-5.30288423	-5.337751655	6.63E-07	7.04E-07	6.63E-07	5.74E-07	7.84E-07
14752.98827	-6.047720186	-5.847399205	-5.174921095	-5.387971181	-5.309710824	6.88E-07	6.81E-07	6.07E-07	5.72E-07	5.91E-07
14753.79033	-6.078430907	-5.815864491	-5.256756652	-5.22043704	-5.348136226	6.49E-07	7.45E-07	6.39E-07	6.55E-07	7.46E-07
14754.59235	-6.105946606	-5.876838356	-5.38513551	-5.411121267	-5.342795644	6.30E-07	6.55E-07	6.71E-07	6.92E-07	7.86E-07
14755.39434	-6.110114066	-5.809803541	-5.16491373	-5.302369931	-5.336660364	6.41E-07	6.57E-07	6.81E-07	5.75E-07	7.20E-07
14756.19634	-6.09740941	-5.865860434	-5.193690416	-5.287690668	-5.301454062	6.30E-07	6.56E-07	6.02E-07	6.29E-07	7.42E-07
14756.99843	-6.099445056	-5.919278149	-5.178542794	-5.498024101	-5.50296033	6.02E-07	6.10E-07	7.21E-07	7.26E-07	8.52E-07
14757.80052	-6.158696905	-5.838485485	-5.122335359	-5.164032044	-5.321275566	6.34E-07	6.92E-07	7.12E-07	7.36E-07	8.02E-07
14758.60249	-6.106701776	-5.816676512	-5.152801871	-5.264784065	-5.53187302	6.61E-07	6.38E-07	7.02E-07	7.35E-07	8.50E-07
14759.40454	-6.124288603	-5.952823225	-5.197352501	-5.4364782	-5.305994902	6.79E-07	6.29E-07	6.15E-07	6.05E-07	7.25E-07
14760.20656	-6.140494612	-5.93695951	-5.293923199	-5.37962948	-5.371397127	6.45E-07	6.64E-07	7.17E-07	6.44E-07	6.93E-07
14761.00856	-6.174133816	-5.946968365	-5.2466118	-5.310561141	-5.478661799	6.55E-07	6.70E-07	6.01E-07	6.04E-07	7.25E-07
14761.81063	-6.11790969	-5.924670641	-5.204104323	-5.270712717	-5.332067091	6.41E-07	6.83E-07	7.06E-07	6.58E-07	7.34E-07
14762.61263	-6.085186246	-5.914345692	-5.181988337	-5.44424353	-5.305234381	6.28E-07	6.76E-07	6.72E-07	6.39E-07	7.83E-07
14763.41471	-6.116829964	-5.887400098	-5.120492023	-5.275839236	-5.311798524	6.20E-07	6.52E-07	6.68E-07	6.65E-07	6.73E-07
14764.21672	-6.061826551	-5.837139964	-5.2235995	-5.219872848	-5.496486782	6.71E-07	6.29E-07	6.09E-07	6.36E-07	6.52E-07
14765.01869	-6.143535143	-5.912557811	-5.190203826	-5.105997312	-5.299426968	6.78E-07	6.03E-07	6.82E-07	7.14E-07	6.88E-07
14765.8207	-6.096377511	-5.821487868	-5.140114718	-5.276157708	-5.576964403	6.00E-07	6.68E-07	6.60E-07	5.53E-07	8.02E-07
14766.62279	-6.061592134	-5.802832882	-5.225581507	-5.232618601	-5.331755459	6.55E-07	6.33E-07	6.08E-07	6.57E-07	7.58E-07
14767.42483	-6.103352759	-5.820542782	-5.218027431	-5.41544556	-5.253124931	6.63E-07	7.07E-07	6.40E-07	6.23E-07	7.36E-07
14768.22691	-6.024693755	-5.780854414	-5.164851769	-5.237063875	-5.39759046	6.27E-07	6.53E-07	6.65E-07	6.65E-07	7.95E-07
14769.02892	-6.15385142	-5.889988341	-5.164086888	-5.162720023	-5.647573232	6.66E-07	7.28E-07	6.96E-07	6.15E-07	6.47E-07
14769.83099	-6.103843059	-5.803655875	-5.175116362	-5.332215492	-5.17810031	6.41E-07	6.41E-07	6.21E-07	6.46E-07	7.92E-07
14770.63311	-6.071680121	-5.883516151	-5.22968098	-5.339953755	-5.339790228	6.42E-07	6.22E-07	6.28E-07	5.92E-07	8.59E-07
